Order Quantity,Unit Price,Standard Cost,Sales Amount,Month_num,Category,Category_enc,Country,Country_enc,Model,Subcategory,Customer,Group,CustomerKey,ResellerKey,OrderDateKey,Unit Price Discount Pct,client_type,client_type_enc
2,5.1865,5.7052,10.373,7,Clothing,2,United States,5,Cycling Cap,Caps,Latest Sports Equipment,North America,-1,146,20170707,0,B2B,0
1,2024.994,1898.0944,2024.994,7,Bikes,1,United States,5,Mountain-100,Mountain Bikes,Latest Sports Equipment,North America,-1,146,20170707,0,B2B,0
6,5.7,3.3963,34.2,7,Clothing,2,United States,5,Mountain Bike Socks,Socks,Latest Sports Equipment,North America,-1,146,20170707,0,B2B,0
1,2024.994,1898.0944,2024.994,7,Bikes,1,United States,5,Mountain-100,Mountain Bikes,Latest Sports Equipment,North America,-1,146,20170707,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,United States,5,Road-650,Road Bikes,Wheel Gallery,North America,-1,511,20170709,0,B2B,0
1,2146.962,2171.2942,2146.962,7,Bikes,1,United States,5,Road-150,Road Bikes,Wheel Gallery,North America,-1,511,20170709,0,B2B,0
1,356.898,352.1394,356.898,7,Components,3,United States,5,ML Road Frame,Road Frames,Wheel Gallery,North America,-1,511,20170709,0,B2B,0
1,874.794,884.7083,874.794,7,Bikes,1,United States,5,Road-450,Road Bikes,Wheel Gallery,North America,-1,511,20170709,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,United States,5,Road-650,Road Bikes,Wheel Gallery,North America,-1,511,20170709,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,United States,5,Road-650,Road Bikes,Wheel Gallery,North America,-1,511,20170709,0,B2B,0
3,5.7,3.3963,17.1,7,Clothing,2,United States,5,Mountain Bike Socks,Socks,Yellow Bicycle Company,North America,-1,646,20170710,0,B2B,0
1,2039.994,1912.1544,2039.994,7,Bikes,1,United States,5,Mountain-100,Mountain Bikes,Yellow Bicycle Company,North America,-1,646,20170710,0,B2B,0
1,2024.994,1898.0944,2024.994,7,Bikes,1,United States,5,Mountain-100,Mountain Bikes,Yellow Bicycle Company,North America,-1,646,20170710,0,B2B,0
1,2024.994,1898.0944,2024.994,7,Bikes,1,United States,5,Mountain-100,Mountain Bikes,Yellow Bicycle Company,North America,-1,646,20170710,0,B2B,0
3,874.794,884.7083,2624.382,7,Bikes,1,Canada,1,Road-450,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
6,419.4589,413.1463,2516.7534,7,Bikes,1,Canada,1,Road-650,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
6,28.8404,31.7244,173.0424,7,Clothing,2,Canada,1,Long-Sleeve Logo Jersey,Jerseys,Retail Mall,North America,-1,514,20170710,0,B2B,0
6,183.9382,181.4857,1103.6292,7,Components,3,Canada,1,LL Road Frame,Road Frames,Retail Mall,North America,-1,514,20170710,0,B2B,0
2,20.1865,12.0278,40.373,7,Accessories,0,Canada,1,Sport-100,Helmets,Retail Mall,North America,-1,514,20170710,0,B2B,0
2,20.1865,12.0278,40.373,7,Accessories,0,Canada,1,Sport-100,Helmets,Retail Mall,North America,-1,514,20170710,0,B2B,0
2,874.794,884.7083,1749.588,7,Bikes,1,Canada,1,Road-450,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
4,5.1865,5.7052,20.746,7,Clothing,2,Canada,1,Cycling Cap,Caps,Retail Mall,North America,-1,514,20170710,0,B2B,0
2,183.9382,181.4857,367.8764,7,Components,3,Canada,1,LL Road Frame,Road Frames,Retail Mall,North America,-1,514,20170710,0,B2B,0
3,874.794,884.7083,2624.382,7,Bikes,1,Canada,1,Road-450,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
3,419.4589,413.1463,1258.3767,7,Bikes,1,Canada,1,Road-650,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,Canada,1,Road-650,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
3,183.9382,181.4857,551.8146,7,Components,3,Canada,1,LL Road Frame,Road Frames,Retail Mall,North America,-1,514,20170710,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,Canada,1,Road-650,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,Canada,1,Road-650,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
2,183.9382,181.4857,367.8764,7,Components,3,Canada,1,LL Road Frame,Road Frames,Retail Mall,North America,-1,514,20170710,0,B2B,0
1,28.8404,31.7244,28.8404,7,Clothing,2,Canada,1,Long-Sleeve Logo Jersey,Jerseys,Retail Mall,North America,-1,514,20170710,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,Canada,1,Road-650,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
4,356.898,352.1394,1427.592,7,Components,3,Canada,1,ML Road Frame,Road Frames,Retail Mall,North America,-1,514,20170710,0,B2B,0
4,419.4589,413.1463,1677.8356,7,Bikes,1,Canada,1,Road-650,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
3,178.5808,176.1997,535.7424,7,Components,3,Canada,1,LL Road Frame,Road Frames,Retail Mall,North America,-1,514,20170710,0,B2B,0
4,28.8404,31.7244,115.3616,7,Clothing,2,Canada,1,Long-Sleeve Logo Jersey,Jerseys,Retail Mall,North America,-1,514,20170710,0,B2B,0
3,178.5808,176.1997,535.7424,7,Components,3,Canada,1,LL Road Frame,Road Frames,Retail Mall,North America,-1,514,20170710,0,B2B,0
1,20.1865,12.0278,20.1865,7,Accessories,0,Canada,1,Sport-100,Helmets,Retail Mall,North America,-1,514,20170710,0,B2B,0
3,356.898,352.1394,1070.694,7,Components,3,Canada,1,ML Road Frame,Road Frames,Retail Mall,North America,-1,514,20170710,0,B2B,0
3,419.4589,413.1463,1258.3767,7,Bikes,1,Canada,1,Road-650,Road Bikes,Retail Mall,North America,-1,514,20170710,0,B2B,0
1,714.7043,617.0281,714.7043,7,Components,3,United States,5,HL Mountain Frame,Mountain Frames,The Bike Shop,North America,-1,578,20170710,0,B2B,0
1,5.7,3.3963,5.7,7,Clothing,2,United States,5,Mountain Bike Socks,Socks,Historic Bicycle Sales,North America,-1,504,20170712,0,B2B,0
2,5.7,3.3963,11.4,7,Clothing,2,United States,5,Mountain Bike Socks,Socks,Historic Bicycle Sales,North America,-1,504,20170712,0,B2B,0
1,2024.994,1898.0944,2024.994,7,Bikes,1,United States,5,Mountain-100,Mountain Bikes,Historic Bicycle Sales,North America,-1,504,20170712,0,B2B,0
1,2146.962,2171.2942,2146.962,7,Bikes,1,United States,5,Road-150,Road Bikes,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
2,28.8404,31.7244,57.6808,7,Clothing,2,United States,5,Long-Sleeve Logo Jersey,Jerseys,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
1,874.794,884.7083,874.794,7,Bikes,1,United States,5,Road-450,Road Bikes,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,United States,5,Road-650,Road Bikes,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
2,356.898,352.1394,713.796,7,Components,3,United States,5,ML Road Frame,Road Frames,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,United States,5,Road-650,Road Bikes,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
2,874.794,884.7083,1749.588,7,Bikes,1,United States,5,Road-450,Road Bikes,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,United States,5,Road-650,Road Bikes,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
1,28.8404,31.7244,28.8404,7,Clothing,2,United States,5,Long-Sleeve Logo Jersey,Jerseys,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
1,20.1865,12.0278,20.1865,7,Accessories,0,United States,5,Sport-100,Helmets,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
1,20.1865,12.0278,20.1865,7,Accessories,0,United States,5,Sport-100,Helmets,Basic Bike Company,North America,-1,200,20170715,0,B2B,0
6,5.7,3.3963,34.2,7,Clothing,2,Canada,1,Mountain Bike Socks,Socks,Red Bicycle Company,North America,-1,119,20170716,0,B2B,0
1,2039.994,1912.1544,2039.994,7,Bikes,1,Canada,1,Mountain-100,Mountain Bikes,Red Bicycle Company,North America,-1,119,20170716,0,B2B,0
1,874.794,884.7083,874.794,7,Bikes,1,United States,5,Road-450,Road Bikes,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
3,28.8404,31.7244,86.5212,7,Clothing,2,United States,5,Long-Sleeve Logo Jersey,Jerseys,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
1,183.9382,181.4857,183.9382,7,Components,3,United States,5,LL Road Frame,Road Frames,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,United States,5,Road-650,Road Bikes,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,United States,5,Road-650,Road Bikes,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
2,178.5808,176.1997,357.1616,7,Components,3,United States,5,LL Road Frame,Road Frames,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,United States,5,Road-650,Road Bikes,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
1,5.1865,5.7052,5.1865,7,Clothing,2,United States,5,Cycling Cap,Caps,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
2,20.1865,12.0278,40.373,7,Accessories,0,United States,5,Sport-100,Helmets,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
1,20.1865,12.0278,20.1865,7,Accessories,0,United States,5,Sport-100,Helmets,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
4,20.1865,12.0278,80.746,7,Accessories,0,United States,5,Sport-100,Helmets,Seventh Bike Store,North America,-1,618,20170716,0,B2B,0
3,874.794,884.7083,2624.382,7,Bikes,1,Canada,1,Road-450,Road Bikes,Requisite Part Supply,North America,-1,83,20170717,0,B2B,0
4,419.4589,413.1463,1677.8356,7,Bikes,1,United States,5,Road-650,Road Bikes,First Bike Store,North America,-1,670,20170717,0,B2B,0
5,20.1865,12.0278,100.9325,7,Accessories,0,United States,5,Sport-100,Helmets,First Bike Store,North America,-1,670,20170717,0,B2B,0
2,178.5808,176.1997,357.1616,7,Components,3,United States,5,LL Road Frame,Road Frames,First Bike Store,North America,-1,670,20170717,0,B2B,0
1,20.1865,12.0278,20.1865,7,Accessories,0,United States,5,Sport-100,Helmets,First Bike Store,North America,-1,670,20170717,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,United States,5,Road-650,Road Bikes,First Bike Store,North America,-1,670,20170717,0,B2B,0
2,874.794,884.7083,1749.588,7,Bikes,1,United States,5,Road-450,Road Bikes,First Bike Store,North America,-1,670,20170717,0,B2B,0
2,5.1865,5.7052,10.373,7,Clothing,2,United States,5,Cycling Cap,Caps,First Bike Store,North America,-1,670,20170717,0,B2B,0
1,874.794,884.7083,874.794,7,Bikes,1,United States,5,Road-450,Road Bikes,First Bike Store,North America,-1,670,20170717,0,B2B,0
3,28.8404,31.7244,86.5212,7,Clothing,2,United States,5,Long-Sleeve Logo Jersey,Jerseys,First Bike Store,North America,-1,670,20170717,0,B2B,0
1,5.7,3.3963,5.7,7,Clothing,2,United States,5,Mountain Bike Socks,Socks,Trusted Catalog Store,North America,-1,17,20170717,0,B2B,0
4,5.7,3.3963,22.8,7,Clothing,2,United States,5,Mountain Bike Socks,Socks,Trusted Catalog Store,North America,-1,17,20170717,0,B2B,0
3,28.8404,31.7244,86.5212,7,Clothing,2,Canada,1,Long-Sleeve Logo Jersey,Jerseys,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
1,2146.962,2171.2942,2146.962,7,Bikes,1,Canada,1,Road-150,Road Bikes,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
1,874.794,884.7083,874.794,7,Bikes,1,Canada,1,Road-450,Road Bikes,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,Canada,1,Road-650,Road Bikes,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
2,20.1865,12.0278,40.373,7,Accessories,0,Canada,1,Sport-100,Helmets,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
4,419.4589,413.1463,1677.8356,7,Bikes,1,Canada,1,Road-650,Road Bikes,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,Canada,1,Road-650,Road Bikes,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,Canada,1,Road-650,Road Bikes,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
5,5.1865,5.7052,25.9325,7,Clothing,2,Canada,1,Cycling Cap,Caps,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
1,20.1865,12.0278,20.1865,7,Accessories,0,Canada,1,Sport-100,Helmets,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
1,874.794,884.7083,874.794,7,Bikes,1,Canada,1,Road-450,Road Bikes,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
2,183.9382,181.4857,367.8764,7,Components,3,Canada,1,LL Road Frame,Road Frames,Superb Sales and Repair,North America,-1,679,20170718,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,United States,5,Road-650,Road Bikes,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
2,178.5808,176.1997,357.1616,7,Components,3,United States,5,LL Road Frame,Road Frames,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,United States,5,Road-650,Road Bikes,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
2,356.898,352.1394,713.796,7,Components,3,United States,5,ML Road Frame,Road Frames,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
3,419.4589,413.1463,1258.3767,7,Bikes,1,United States,5,Road-650,Road Bikes,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,United States,5,Road-650,Road Bikes,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
3,5.1865,5.7052,15.5595,7,Clothing,2,United States,5,Cycling Cap,Caps,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
4,20.1865,12.0278,80.746,7,Accessories,0,United States,5,Sport-100,Helmets,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
2,183.9382,181.4857,367.8764,7,Components,3,United States,5,LL Road Frame,Road Frames,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
1,874.794,884.7083,874.794,7,Bikes,1,United States,5,Road-450,Road Bikes,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
2,183.9382,181.4857,367.8764,7,Components,3,United States,5,LL Road Frame,Road Frames,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
1,28.8404,31.7244,28.8404,7,Clothing,2,United States,5,Long-Sleeve Logo Jersey,Jerseys,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,United States,5,Road-650,Road Bikes,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
2,874.794,884.7083,1749.588,7,Bikes,1,United States,5,Road-450,Road Bikes,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
2,28.8404,31.7244,57.6808,7,Clothing,2,United States,5,Long-Sleeve Logo Jersey,Jerseys,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
1,874.794,884.7083,874.794,7,Bikes,1,United States,5,Road-450,Road Bikes,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
1,874.794,884.7083,874.794,7,Bikes,1,United States,5,Road-450,Road Bikes,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
3,20.1865,12.0278,60.5595,7,Accessories,0,United States,5,Sport-100,Helmets,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
1,20.1865,12.0278,20.1865,7,Accessories,0,United States,5,Sport-100,Helmets,Separate Parts Corporation,North America,-1,203,20170718,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,Canada,1,Road-650,Road Bikes,General Bike Corporation,North America,-1,480,20170718,0,B2B,0
2,419.4589,413.1463,838.9178,7,Bikes,1,Canada,1,Road-650,Road Bikes,General Bike Corporation,North America,-1,480,20170718,0,B2B,0
2,28.8404,31.7244,57.6808,7,Clothing,2,Canada,1,Long-Sleeve Logo Jersey,Jerseys,General Bike Corporation,North America,-1,480,20170718,0,B2B,0
3,419.4589,413.1463,1258.3767,7,Bikes,1,United States,5,Road-650,Road Bikes,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
2,874.794,884.7083,1749.588,7,Bikes,1,United States,5,Road-450,Road Bikes,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
2,178.5808,176.1997,357.1616,7,Components,3,United States,5,LL Road Frame,Road Frames,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
4,20.1865,12.0278,80.746,7,Accessories,0,United States,5,Sport-100,Helmets,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
1,183.9382,181.4857,183.9382,7,Components,3,United States,5,LL Road Frame,Road Frames,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
1,20.1865,12.0278,20.1865,7,Accessories,0,United States,5,Sport-100,Helmets,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
2,28.8404,31.7244,57.6808,7,Clothing,2,United States,5,Long-Sleeve Logo Jersey,Jerseys,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
2,183.9382,181.4857,367.8764,7,Components,3,United States,5,LL Road Frame,Road Frames,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
1,874.794,884.7083,874.794,7,Bikes,1,United States,5,Road-450,Road Bikes,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,United States,5,Road-650,Road Bikes,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
2,20.1865,12.0278,40.373,7,Accessories,0,United States,5,Sport-100,Helmets,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
3,419.4589,413.1463,1258.3767,7,Bikes,1,United States,5,Road-650,Road Bikes,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
3,5.1865,5.7052,15.5595,7,Clothing,2,United States,5,Cycling Cap,Caps,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
1,419.4589,413.1463,419.4589,7,Bikes,1,United States,5,Road-650,Road Bikes,Area Bike Accessories,North America,-1,491,20170718,0,B2B,0
6,28.8404,31.7244,173.0424,7,Clothing,2,United States,5,Long-Sleeve Logo Jersey,Jerseys,Bike Rims Company,North America,-1,423,20170719,0,B2B,0
5,419.4589,413.1463,2097.2945,7,Bikes,1,United States,5,Road-650,Road Bikes,Bike Rims Company,North America,-1,423,20170719,0,B2B,0
1,356.898,352.1394,356.898,7,Components,3,United States,5,ML Road Frame,Road Frames,Bike Rims Company,North America,-1,423,20170719,0,B2B,0
1,20.1865,12.0278,20.1865,7,Accessories,0,United States,5,Sport-100,Helmets,Bike Rims Company,North America,-1,423,20170719,0,B2B,0
